"Inversion","Population","Imputability","Good_Geno","P_pop","P_100","P_250","P_500","Summary","Heteros"
"HsInv0786","EAS",NA,"1","0.984","0.965333333333333","0.964666666666667","0.964333333333333","1","0"
"HsInv0786","ALL","No_Imputable",NA,NA,"0.609","0.665","0.503","0","0"
"HsInv0786","SAS",NA,NA,NA,"0.66","0.825","0.813","0","0"
"HsInv0786","AFR","No_Imputable","1","0.963333333333333","0.995333333333333","0.998","0.994333333333333","2","2"
"HsInv0790","EUR","No_Polymorphic","1","1","0.999","0.99975","0.997916666666667","1","0"
"HsInv0790","EAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0790","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0790","SAS",NA,"1","0.999","0.992","1","1","1","0"
"HsInv0790","AFR","Tagged","1","1","0.985333333333333","1","1","1","0"
"HsInv0965","EUR","Tagged","1","0.96075","0.89525","0.885416666666667","0.916","2","1"
"HsInv0965","EAS",NA,"1","0.884333333333333","0.859","0.926666666666667","0.904","2","1"
"HsInv0965","ALL","Tagged","1",NA,"1","0.999","0.997","1","0"
"HsInv0965","SAS",NA,NA,NA,"0.996","0.999","0.997","0","0"
"HsInv0965","AFR","Tagged","1","0.942","0.977666666666667","0.965","0.981","1","0"
"HsInv0989","EUR","Tagged","1","0.986916666666667","0.989666666666667","0.99425","0.995583333333333","2","1"
"HsInv0989","EAS",NA,"1","0.993333333333333","0.998333333333333","1","1","1","0"
"HsInv0989","ALL","Tagged","1",NA,"1","1","0.999","1","0"
"HsInv0989","SAS",NA,NA,NA,"0.999","1","1","0","0"
"HsInv0989","AFR","No_Polymorphic","1","0.996","0.999","0.997666666666667","0.994666666666667","1","0"
"HsInv0991","EUR","Tagged","0.833333333333333","0.89275","0.97975","0.967666666666667","0.968416666666667","3","4"
"HsInv0991","EAS",NA,"1","0.854","0.809666666666667","0.830333333333333","0.826333333333333","2","0"
"HsInv0991","ALL","Tagged","1",NA,"0.997","0.99","0.995","1","0"
"HsInv0991","SAS",NA,NA,NA,"0.994","0.998","0.997","0","0"
"HsInv0991","AFR","Tagged","0.666666666666667","0.893","0.986333333333333","0.984666666666667","0.988333333333333","1","0"
"HsInv1057","EUR","No_Polymorphic","1","0.997","0.999833333333333","0.999666666666667","0.999916666666667","1","0"
"HsInv1057","EAS",NA,"1","0.996","1","0.999666666666667","1","1","0"
"HsInv1057","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1057","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1057","AFR","Tagged","1","0.996","1","1","0.984333333333333","2","1"
"HsInv1066","EUR","Tagged","1","0.997","1","1","1","1","0"
"HsInv1066","EAS",NA,"0.666666666666667","0.997","0.949","0.991666666666667","0.973","1","0"
"HsInv1066","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1066","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1066","AFR","No_Polymorphic","1","0.998","0.998333333333333","0.989","0.984","1","0"
"HsInv1070","EUR","Tagged","1","0.99675","0.996083333333333","1","1","1","0"
"HsInv1070","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1070","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1070","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1070","AFR","No_Polymorphic","1","0.998","1","1","1","1","0"
"HsInv1075","EUR","Tagged",NA,"0.992916666666667",NA,NA,NA,"0","0"
"HsInv1075","EAS",NA,NA,"0.997",NA,NA,NA,"0","0"
"HsInv1075","ALL",NA,NA,NA,"NaN","NaN","NaN","0","0"
"HsInv1075","SAS",NA,NA,"NaN","NaN","NaN","NaN","0","0"
"HsInv1075","AFR",NA,NA,"NaN","NaN","NaN","NaN","0","0"
"HsInv1110","EUR","Imputable","1","0.959083333333333","0.976666666666667","0.961416666666667","0.960166666666667","2","2"
"HsInv1110","EAS",NA,"1","0.998","1","0.998","0.995333333333333","1","0"
"HsInv1110","ALL","Imputable","1",NA,"1","1","1","1","0"
"HsInv1110","SAS",NA,NA,NA,"1","0.924","0.949","0","0"
"HsInv1110","AFR","No_Polymorphic","1","0.998","0.999666666666667","0.999333333333333","0.985333333333333","1","0"
"HsInv1111","EUR","No_Imputable","1","0.49975","0.523666666666667","0.514583333333333","0.50975","2","11"
"HsInv1111","EAS",NA,"1","0.491","0.511333333333333","0.501333333333333","0.503333333333333","1","3"
"HsInv1111","ALL","No_Imputable",NA,NA,"0.521","0.456","0.459","0","0"
"HsInv1111","SAS",NA,NA,NA,"0.479","0.511","0.503","0","0"
"HsInv1111","AFR","No_Imputable",NA,"0.521666666666667","0.655","0.598666666666667","0.611","0","0"
"HsInv1127","EUR","Tagged","1","0.99175","1","1","1","1","0"
"HsInv1127","EAS",NA,"1","0.997","0.999333333333333","1","1","1","0"
"HsInv1127","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1127","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1127","AFR","Tagged","1","0.996","1","1","1","2","1"
"HsInv1128","EUR","Tagged","1","0.995166666666667","0.999666666666667","0.998416666666667","0.99875","1","0"
"HsInv1128","EAS",NA,"1","0.995","0.998333333333333","0.999","0.998","1","0"
"HsInv1128","ALL","Tagged","1",NA,"0.973","0.977","0.973","1","0"
"HsInv1128","SAS",NA,NA,NA,"0.999","1","1","0","0"
"HsInv1128","AFR","No_Polymorphic","1","0.996","0.999","0.998666666666667","0.998666666666667","1","0"
"HsInv1129","EUR","No_Polymorphic","1","0.997","0.999916666666667","0.9995","0.999833333333333","1","0"
"HsInv1129","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1129","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1129","SAS",NA,NA,NA,"1","1","0.999","0","0"
"HsInv1129","AFR","Tagged","1","0.922666666666667","0.91","0.872666666666667","0.886","1","0"
"HsInv1143","EUR","Tagged","1","0.993333333333333","0.99975","0.99725","0.999666666666667","1","0"
"HsInv1143","EAS",NA,"1","0.996333333333333","0.999666666666667","0.999666666666667","0.999","1","0"
"HsInv1143","ALL","Tagged","1",NA,"1","1","0.999","1","0"
"HsInv1143","SAS",NA,NA,NA,"1","1","0.998","0","0"
"HsInv1143","AFR","Tagged","0.666666666666667","0.957","0.899","0.917","0.902666666666667","1","0"
"HsInv1222","EUR","No_Polymorphic","0.833333333333333","0.997","0.999833333333333","0.999833333333333","0.999083333333333","1","0"
"HsInv1222","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1222","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1222","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1222","AFR","Tagged","1","0.969666666666667","0.999333333333333","1","1","1","0"
"HsInv1256","EUR","Tagged","1","0.992583333333333","1","0.999916666666667","1","2","2"
"HsInv1256","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1256","ALL","Tagged","1",NA,"1","1","1","1","1"
"HsInv1256","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1256","AFR","Tagged","1","0.990666666666667","1","1","1","1","0"
"HsInv1258","EUR","No_Polymorphic","1","0.997","1","1","1","1","0"
"HsInv1258","EAS",NA,"1","0.973","0.988333333333333","1","1","2","2"
"HsInv1258","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1258","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1258","AFR","Tagged","1","0.996","1","1","1","1","0"
"HsInv1264","EUR","Tagged","1","0.996083333333333","0.996583333333333","0.999833333333333","0.992916666666667","2","2"
"HsInv1264","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1264","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1264","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1264","AFR","No_Polymorphic","0.666666666666667","0.996","0.999666666666667","1","1","1","0"
"HsInv1321","EUR","Tagged","0.916666666666667","0.936333333333333","0.926","0.927583333333333","0.930083333333333","2","4"
"HsInv1321","EAS",NA,"1","0.712333333333333","0.809666666666667","0.967666666666667","0.93","2","2"
"HsInv1321","ALL","Tagged","1",NA,"0.996","0.92","0.986","1","0"
"HsInv1321","SAS",NA,NA,NA,"0.999","0.999","0.999","0","0"
"HsInv1321","AFR","Tagged","1","0.995333333333333","0.999333333333333","0.999333333333333","0.997333333333333","2","1"
"HsInv1348","EUR","Tagged","1","0.996","1","1","1","2","6"
"HsInv1348","EAS",NA,"1","0.996666666666667","1","1","1","1","0"
"HsInv1348","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1348","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1348","AFR","Tagged","1","0.982666666666667","1","1","1","2","2"
"HsInv1358","EUR","Tagged","1","0.96825","0.987166666666667","0.963083333333333","0.960333333333333","2","2"
"HsInv1358","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1358","ALL","Tagged","1",NA,"1","1","1","1","1"
"HsInv1358","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1358","AFR","Tagged","0.666666666666667","0.890333333333333","0.983","0.966666666666667","0.983","2","1"
"HsInv1402","EUR","Tagged","0.916666666666667","0.949","0.999583333333333","0.999666666666667","1","2","1"
"HsInv1402","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1402","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1402","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1402","AFR","No_Polymorphic","0.666666666666667","0.996","0.999666666666667","0.999666666666667","1","1","0"
"HsInv1569","EUR","Tagged","1","0.9905","0.994833333333333","0.994166666666667","0.989083333333333","1","0"
"HsInv1569","EAS",NA,"1","0.996","1","1","1","1","0"
"HsInv1569","ALL","Tagged","1",NA,"0.996","0.997","0.997","1","0"
"HsInv1569","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1569","AFR","No_Polymorphic","1","0.996","1","1","1","1","0"
"HsInv1590","EUR","Tagged","1","0.984666666666667","0.963583333333333","0.985083333333333","0.970916666666667","2","4"
"HsInv1590","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1590","ALL","Tagged",NA,NA,"0.641","0.521","0.551","0","0"
"HsInv1590","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1590","AFR","Tagged","1","0.963666666666667","0.885","0.853","0.928","2","1"
"HsInv1798","EUR","Tagged","1","0.9935","1","1","1","3","6"
"HsInv1798","EAS",NA,"1","0.996666666666667","1","0.999666666666667","0.999666666666667","1","0"
"HsInv1798","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1798","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1798","AFR","Tagged","1","0.996","1","1","1","3","1"
"HsInv1838","EUR","Tagged","1","0.961416666666667","0.92625","0.951416666666667","0.945083333333333","2","2"
"HsInv1838","EAS",NA,"0.333333333333333","0.806666666666667","0.817","0.881333333333333","0.76","1","0"
"HsInv1838","ALL","Tagged","1",NA,"0.538","0.626","0.681","1","0"
"HsInv1838","SAS",NA,NA,NA,"0.727","0.836","0.875","0","0"
"HsInv1838","AFR","No_Polymorphic","1","0.996","0.993333333333333","0.943333333333333","0.918333333333333","1","0"
"HsInv1867","EUR","Tagged","1","0.996833333333333","1","1","0.997833333333333","2","5"
"HsInv1867","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1867","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1867","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1867","AFR","Tagged","1","0.986","1","1","1","2","2"
"HsInv1878","EUR","No_Polymorphic","1","1","1","1","1","1","0"
"HsInv1878","EAS",NA,"1","0.998","1","1","1","1","0"
"HsInv1878","ALL","Tagged","1",NA,"1","1","0.998","1","0"
"HsInv1878","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1878","AFR","Tagged","1","0.998","1","0.999666666666667","1","1","0"
