"Inversion","Population","Imputability","Good_Geno","P_pop","P_100","P_250","P_500","Summary","Heteros"
"HsInv0786","AFR","No_Imputable","1","0.995333333333333","0.988","0.991","0.999333333333333","2","2"
"HsInv0786","EAS",NA,"1","0.982333333333333","0.993333333333333","0.973666666666667","0.988333333333333","1","0"
"HsInv0786","SAS",NA,NA,NA,"0.7","0.722","0.684","0","0"
"HsInv0790","EUR","No_Polymorphic","1","1","0.999333333333333","0.998083333333333","0.9975","1","0"
"HsInv0790","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0790","AFR","Tagged","1","0.984","0.998333333333333","0.999666666666667","0.976666666666667","1","0"
"HsInv0790","EAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0790","SAS",NA,"1","0.999","0.998","1","1","1","0"
"HsInv0965","EUR","Tagged","0.916666666666667","0.947083333333333","0.904416666666667","0.899333333333333","0.877916666666667","1","0"
"HsInv0965","ALL","Tagged","1",NA,"1","0.999","0.999","1","0"
"HsInv0965","AFR","Tagged","1","0.947666666666667","0.983333333333333","0.994333333333333","0.942","1","0"
"HsInv0965","EAS",NA,"1","0.952","0.838666666666667","0.896","0.948","2","1"
"HsInv0965","SAS",NA,NA,NA,"1","0.998","0.999","0","0"
"HsInv0989","EUR","Tagged","1","0.994916666666667","0.993916666666667","0.998666666666667","0.997583333333333","2","1"
"HsInv0989","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0989","AFR","No_Polymorphic","1","0.996","1","1","1","1","0"
"HsInv0989","EAS",NA,"1","0.99","1","1","1","1","0"
"HsInv0989","SAS",NA,NA,NA,"0.999","1","1","0","0"
"HsInv0991","EUR","Tagged","0.833333333333333","0.906916666666667","0.957916666666667","0.9595","0.965083333333333","3","4"
"HsInv0991","ALL","Tagged","1",NA,"0.846","0.578","0.722","1","0"
"HsInv0991","AFR","Tagged","0.666666666666667","0.888333333333333","0.964666666666667","0.976666666666667","0.981333333333333","1","0"
"HsInv0991","EAS",NA,"1","0.848","0.787333333333333","0.837","0.820666666666667","2","0"
"HsInv0991","SAS",NA,NA,NA,"0.954","0.98","0.954","0","0"
"HsInv1057","EUR","No_Polymorphic","1","0.997","1","1","1","1","0"
"HsInv1057","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1057","AFR","Tagged","1","0.996","0.958666666666667","0.944","0.983333333333333","2","1"
"HsInv1057","EAS",NA,"1","0.996","1","1","1","1","0"
"HsInv1057","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1066","EUR","Tagged","1","0.997","1","0.99975","1","1","0"
"HsInv1066","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1066","AFR","No_Polymorphic","1","0.998","0.991","0.971666666666667","0.984333333333333","1","0"
"HsInv1066","EAS",NA,"0.666666666666667","0.997","0.956666666666667","0.936666666666667","0.986333333333333","1","0"
"HsInv1066","SAS",NA,NA,NA,"1","0.999","1","0","0"
"HsInv1070","EUR","Tagged","1","0.997","1","1","1","1","0"
"HsInv1070","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1070","AFR","No_Polymorphic","1","0.998","1","1","1","1","0"
"HsInv1070","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1070","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1075","EUR","Tagged","1","0.997","1","1","1","3","5"
"HsInv1075","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1075","AFR","Tagged","0.666666666666667","0.987333333333333","1","1","1","2","1"
"HsInv1075","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1075","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1110","EUR","Imputable","1","0.976583333333333","0.965666666666667","0.948833333333333","0.975166666666667","2","2"
"HsInv1110","ALL","Imputable","1",NA,"1","1","1","1","0"
"HsInv1110","AFR","No_Polymorphic","1","0.998","1","0.998333333333333","0.998333333333333","1","0"
"HsInv1110","EAS",NA,"1","0.998","0.997333333333333","0.990666666666667","0.999","1","0"
"HsInv1110","SAS",NA,NA,NA,"1","0.888","0.992","0","0"
"HsInv1111","EUR","No_Imputable","0.5","0.537666666666667","0.471583333333333","0.448333333333333","0.45775","2","1"
"HsInv1111","ALL","No_Imputable",NA,NA,"0.472","0.434","0.428","0","0"
"HsInv1111","AFR","No_Imputable",NA,"0.486666666666667","0.46","0.426333333333333","0.432666666666667","0","0"
"HsInv1111","EAS",NA,"0.666666666666667","0.471","0.594666666666667","0.559333333333333","0.552666666666667","2","1"
"HsInv1111","SAS",NA,NA,NA,"0.504","0.454","0.468","0","0"
"HsInv1127","EUR","Tagged","1","0.994","1","1","1","1","0"
"HsInv1127","ALL","Tagged","1",NA,"1","0.996","0.999","1","0"
"HsInv1127","AFR","Tagged","1","0.996","1","1","1","2","1"
"HsInv1127","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1127","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1128","EUR","Tagged","1","0.995333333333333","0.9995","0.998083333333333","0.998916666666667","1","0"
"HsInv1128","ALL","Tagged","1",NA,"1","0.999","0.999","1","0"
"HsInv1128","AFR","No_Polymorphic","1","0.996","0.999333333333333","0.997666666666667","0.998666666666667","1","0"
"HsInv1128","EAS",NA,"1","0.996","0.999333333333333","0.998666666666667","0.999666666666667","1","0"
"HsInv1128","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1129","EUR","No_Polymorphic","1","0.997","0.999916666666667","0.999916666666667","0.99975","1","0"
"HsInv1129","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1129","AFR","Tagged","1","0.927","0.925","0.939666666666667","0.985333333333333","1","0"
"HsInv1129","EAS",NA,"1","0.997","0.998666666666667","1","1","1","0"
"HsInv1129","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1143","EUR","Tagged","1","0.99675","0.997083333333333","0.997583333333333","0.999416666666667","1","0"
"HsInv1143","ALL","Tagged","1",NA,"0.941","0.934","0.88","1","0"
"HsInv1143","AFR","Tagged","0.666666666666667","0.960666666666667","0.920666666666667","0.900666666666667","0.922","1","0"
"HsInv1143","EAS",NA,"1","0.996","1","1","0.999666666666667","1","0"
"HsInv1143","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1222","EUR","No_Polymorphic","0.833333333333333","0.997","1","0.984916666666667","0.999833333333333","1","0"
"HsInv1222","ALL","Tagged","1",NA,"0.995","1","1","1","0"
"HsInv1222","AFR","Tagged","1","0.996","0.998666666666667","0.999666666666667","0.999666666666667","1","0"
"HsInv1222","EAS",NA,"1","0.997","1","0.999666666666667","1","1","0"
"HsInv1222","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1256","EUR","Tagged","1","0.989916666666667","0.999916666666667","0.999916666666667","1","2","2"
"HsInv1256","ALL","Tagged","1",NA,"1","1","1","1","1"
"HsInv1256","AFR","Tagged","1","0.995333333333333","1","1","0.999666666666667","1","0"
"HsInv1256","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1256","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1258","EUR","No_Polymorphic","1","0.997","1","1","1","1","0"
"HsInv1258","ALL","Tagged","1",NA,"1","1","0.999","1","0"
"HsInv1258","AFR","Tagged","1","0.996","1","1","1","1","0"
"HsInv1258","EAS",NA,"1","0.997","0.999666666666667","1","1","2","2"
"HsInv1258","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1264","EUR","Tagged","1","0.997","0.999083333333333","0.996583333333333","0.99825","2","2"
"HsInv1264","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1264","AFR","No_Polymorphic","0.666666666666667","0.996","1","1","1","1","0"
"HsInv1264","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1264","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1321","EUR","Tagged","0.916666666666667","0.940916666666667","0.939333333333333","0.937916666666667","0.936666666666667","2","4"
"HsInv1321","ALL","Tagged","1",NA,"0.999","0.999","0.999","1","0"
"HsInv1321","AFR","Tagged","1","0.971333333333333","0.995666666666667","0.993666666666667","0.995333333333333","2","1"
"HsInv1321","EAS",NA,"0.666666666666667","0.685333333333333","0.984","0.976666666666667","0.978666666666667","2","1"
"HsInv1321","SAS",NA,NA,NA,"0.999","0.999","0.998","0","0"
"HsInv1348","EUR","Tagged","1","0.996","0.999916666666667","1","0.99825","2","6"
"HsInv1348","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1348","AFR","Tagged","1","0.973666666666667","1","1","1","2","2"
"HsInv1348","EAS",NA,"1","0.996333333333333","1","1","1","1","0"
"HsInv1348","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1358","EUR","Tagged","1","0.9665","0.987583333333333","0.9835","0.990083333333333","2","2"
"HsInv1358","ALL","Tagged","1",NA,"1","1","1","1","1"
"HsInv1358","AFR","Tagged","1","0.989666666666667","0.983333333333333","0.983333333333333","0.990666666666667","2","1"
"HsInv1358","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1358","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1402","EUR","Tagged","1","0.975416666666667","1","0.999166666666667","0.999916666666667","2","2"
"HsInv1402","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1402","AFR","No_Polymorphic","0.666666666666667","0.996","0.994","0.998","0.999666666666667","1","0"
"HsInv1402","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1402","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1569","EUR","Tagged","1","0.995083333333333","0.990166666666667","0.991","0.985333333333333","1","0"
"HsInv1569","ALL","Tagged","1",NA,"0.993","0.998","0.997","1","0"
"HsInv1569","AFR","No_Polymorphic","1","0.996","1","1","1","1","0"
"HsInv1569","EAS",NA,"1","0.996","1","1","1","1","0"
"HsInv1569","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1590","EUR","Tagged","1","0.928916666666667","0.966083333333333","0.96675","0.983916666666667","2","4"
"HsInv1590","ALL","Tagged","1",NA,"0.997","0.95","0.891","1","0"
"HsInv1590","AFR","Tagged","1","0.967666666666667","0.887","0.841666666666667","0.895333333333333","2","1"
"HsInv1590","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1590","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1798","EUR","Tagged","1","0.996","1","1","1","3","6"
"HsInv1798","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1798","AFR","Tagged","1","0.996","1","1","1","3","1"
"HsInv1798","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1798","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1838","EUR","Tagged","0.916666666666667","0.966333333333333","0.88","0.90625","0.904666666666667","2","1"
"HsInv1838","ALL","Tagged","1",NA,"0.628","0.733","0.772","1","0"
"HsInv1838","AFR","No_Polymorphic","1","0.996","0.950333333333333","0.937333333333333","0.927","1","0"
"HsInv1838","EAS",NA,"0.666666666666667","0.820666666666667","0.797","0.822666666666667","0.817","2","1"
"HsInv1838","SAS",NA,NA,NA,"0.758","0.87","0.872","0","0"
"HsInv1867","EUR","Tagged","1","0.994833333333333","0.997833333333333","0.995583333333333","0.997833333333333","2","5"
"HsInv1867","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1867","AFR","Tagged","1","0.996","1","1","0.999666666666667","2","2"
"HsInv1867","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1867","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1878","EUR","No_Polymorphic","1","1","1","1","1","1","0"
"HsInv1878","ALL","Tagged","1",NA,"1","0.997","1","1","0"
"HsInv1878","AFR","Tagged","1","0.998","1","1","1","1","0"
"HsInv1878","EAS",NA,"1","0.998","1","1","1","1","0"
"HsInv1878","SAS",NA,NA,NA,"1","1","1","0","0"
