"Inversion","Population","Imputability","Good_Geno","P_pop","P_100","P_250","P_500","Summary","Heteros"
"HsInv0573","ALL","Tagged","1",NA,"0.941","0.938","0.891","1","0"
"HsInv0573","EUR","Tagged","0.916666666666667","0.627416666666667","0.743333333333333","0.773583333333333","0.859416666666667","1","0"
"HsInv0573","SAS",NA,NA,NA,"0.859","0.659","0.745","0","0"
"HsInv0626","EAS",NA,"1","0.998666666666667","0.998666666666667","1","0.998666666666667","1","0"
"HsInv0626","AFR","No_Imputable","1","0.972","0.964333333333333","0.999","0.982666666666667","1","0"
"HsInv0626","ALL","No_Imputable","1",NA,"0.998","0.998","0.997","1","0"
"HsInv0626","EUR","No_Imputable","1","0.99075","0.995583333333333","0.998916666666667","0.999","1","0"
"HsInv0626","SAS",NA,"1","0.999","0.999","0.997","1","1","0"
"HsInv0786","EAS",NA,"1","0.964666666666667","0.946666666666667","0.963666666666667","0.982","1","0"
"HsInv0786","AFR","No_Imputable","1","0.981","0.998666666666667","0.995666666666667","0.974","2","2"
"HsInv0786","ALL","No_Imputable","1",NA,"0.838","0.597","0.502","1","1"
"HsInv0786","EUR","Tagged","1","0.98825","0.971333333333333","0.969416666666667","0.974333333333333","3","4"
"HsInv0786","SAS",NA,NA,NA,"0.827","0.806","0.684","0","0"
"HsInv0790","EAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0790","AFR","Tagged","1","1","1","0.998333333333333","1","1","0"
"HsInv0790","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv0790","EUR","No_Polymorphic","1","1","0.996333333333333","0.99625","0.999583333333333","1","0"
"HsInv0790","SAS",NA,"1","0.999","1","1","1","1","0"
"HsInv0965","EAS",NA,"0.666666666666667","0.818666666666667","0.944666666666667","0.904666666666667","0.952333333333333","1","0"
"HsInv0965","AFR","Tagged","1","0.918666666666667","0.981666666666667","0.975666666666667","0.985333333333333","1","0"
"HsInv0965","ALL","Tagged","1",NA,"0.999","0.995","0.997","1","0"
"HsInv0965","EUR","Tagged","0.916666666666667","0.950416666666667","0.926833333333333","0.900833333333333","0.907666666666667","2","1"
"HsInv0965","SAS",NA,NA,NA,"0.998","0.998","0.996","0","0"
"HsInv0989","EAS",NA,"1","0.996666666666667","1","1","1","1","0"
"HsInv0989","AFR","No_Polymorphic","1","0.996","0.999333333333333","0.996666666666667","0.994666666666667","1","0"
"HsInv0989","ALL","Tagged","1",NA,"1","1","0.999","1","0"
"HsInv0989","EUR","Tagged","1","0.994333333333333","0.995083333333333","0.985666666666667","0.99525","2","1"
"HsInv0989","SAS",NA,NA,NA,"1","0.999","0.999","0","0"
"HsInv0991","EAS",NA,"1","0.738666666666667","0.761333333333333","0.81","0.872","2","0"
"HsInv0991","AFR","Tagged","0.666666666666667","0.953333333333333","0.963666666666667","0.987666666666667","0.984","1","0"
"HsInv0991","ALL","Tagged","1",NA,"0.996","0.996","0.995","1","0"
"HsInv0991","EUR","Tagged","0.833333333333333","0.902333333333333","0.975666666666667","0.9575","0.977583333333333","3","4"
"HsInv0991","SAS",NA,NA,NA,"0.998","0.993","0.994","0","0"
"HsInv1057","EAS",NA,"1","0.996","1","1","1","1","0"
"HsInv1057","AFR","Tagged","1","0.996","0.994333333333333","0.961","1","2","1"
"HsInv1057","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1057","EUR","No_Polymorphic","1","0.997","0.999916666666667","0.999916666666667","0.999833333333333","1","0"
"HsInv1057","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1066","EAS",NA,"0.666666666666667","0.997","0.929333333333333","0.966","0.954333333333333","1","0"
"HsInv1066","AFR","No_Polymorphic","1","0.998","0.998666666666667","0.985333333333333","0.980333333333333","1","0"
"HsInv1066","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1066","EUR","Tagged","1","0.997","1","1","1","1","0"
"HsInv1066","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1070","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1070","AFR","No_Polymorphic","1","0.998","1","1","1","1","0"
"HsInv1070","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1070","EUR","Tagged","1","0.99675","0.998","1","0.9995","1","0"
"HsInv1070","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1075id","EAS",NA,NA,NA,"0.491","0.488333333333333","0.490666666666667","0","0"
"HsInv1075id","AFR",NA,NA,NA,"0.495333333333333","0.491333333333333","0.493333333333333","0","0"
"HsInv1075id","ALL",NA,"1",NA,"0.502","0.507","0.501","1","1"
"HsInv1075id","EUR",NA,"0.25","0.966","0.535833333333333","0.543833333333333","0.536416666666667","1","0"
"HsInv1075id","SAS",NA,NA,NA,"0.602","0.593","0.584","0","0"
"HsInv1075sd","EAS",NA,"1","0.996","0.999","0.999","0.999","1","0"
"HsInv1075sd","AFR",NA,"1","0.998","0.999","0.999","0.999","1","0"
"HsInv1075sd","ALL",NA,"1",NA,"0.999","0.999","0.999","1","0"
"HsInv1075sd","EUR",NA,"1","0.992","0.999","0.999","0.999","1","0"
"HsInv1075sd","SAS",NA,NA,NA,"0.999","0.999","0.999","0","0"
"HsInv1075si","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1075si","AFR",NA,"0.666666666666667","0.997666666666667","1","1","1","2","1"
"HsInv1075si","ALL",NA,"1",NA,"1","1","1","1","0"
"HsInv1075si","EUR",NA,"1","0.989166666666667","0.999833333333333","0.998083333333333","0.99575","3","5"
"HsInv1075si","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1110","EAS",NA,"1","0.998","0.995","0.989","0.995666666666667","1","0"
"HsInv1110","AFR","No_Polymorphic","1","0.998","1","0.999333333333333","0.999333333333333","1","0"
"HsInv1110","ALL","Imputable","1",NA,"1","1","1","1","0"
"HsInv1110","EUR","Imputable","1","0.969416666666667","0.959333333333333","0.9525","0.952666666666667","2","2"
"HsInv1110","SAS",NA,NA,NA,"0.866","0.951","0.961","0","0"
"HsInv1111","EAS",NA,"1","0.491333333333333","0.502","0.493333333333333","0.493","1","3"
"HsInv1111","AFR","No_Imputable",NA,"0.511333333333333","0.648","0.593666666666667","0.599666666666667","0","0"
"HsInv1111","ALL","No_Imputable",NA,NA,"0.501","0.466","0.443","0","0"
"HsInv1111","EUR","No_Imputable","0.916666666666667","0.5","0.521166666666667","0.516666666666667","0.508083333333333","2","10"
"HsInv1111","SAS",NA,NA,NA,"0.505","0.501","0.485","0","0"
"HsInv1127","EAS",NA,"1","0.997","0.999666666666667","1","1","1","0"
"HsInv1127","AFR","Tagged","1","0.996","1","1","1","2","1"
"HsInv1127","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1127","EUR","Tagged","1","0.992166666666667","1","1","1","1","0"
"HsInv1127","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1128","EAS",NA,"1","0.994666666666667","0.999666666666667","0.996333333333333","0.999333333333333","1","0"
"HsInv1128","AFR","No_Polymorphic","1","0.996","0.999666666666667","0.999","0.998333333333333","1","0"
"HsInv1128","ALL","Tagged","1",NA,"0.936","0.968","0.973","1","0"
"HsInv1128","EUR","Tagged","1","0.996666666666667","0.999416666666667","0.998583333333333","0.998833333333333","1","0"
"HsInv1128","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1129","EAS",NA,"1","0.997","1","1","0.998666666666667","1","0"
"HsInv1129","AFR","Tagged","1","0.827666666666667","0.899666666666667","0.918666666666667","0.922333333333333","1","0"
"HsInv1129","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1129","EUR","No_Polymorphic","1","0.997","0.99975","0.9995","0.9975","1","0"
"HsInv1129","SAS",NA,NA,NA,"0.999","1","1","0","0"
"HsInv1143","EAS",NA,"1","0.996333333333333","0.999666666666667","0.999333333333333","0.999666666666667","1","0"
"HsInv1143","AFR","Tagged","0.666666666666667","0.916","0.862333333333333","0.852","0.864666666666667","1","0"
"HsInv1143","ALL","Tagged","1",NA,"0.991","1","0.942","1","0"
"HsInv1143","EUR","Tagged","1","0.9955","0.997666666666667","0.9995","0.997666666666667","1","0"
"HsInv1143","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1222","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1222","AFR","Tagged","1","0.985333333333333","1","1","1","1","0"
"HsInv1222","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1222","EUR","No_Polymorphic","0.833333333333333","0.997","0.999833333333333","0.999916666666667","0.995416666666667","1","0"
"HsInv1222","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1256","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1256","AFR","Tagged","1","0.996","1","1","1","1","0"
"HsInv1256","ALL","Tagged","1",NA,"1","1","1","1","1"
"HsInv1256","EUR","Tagged","1","0.99025","1","1","0.999833333333333","2","2"
"HsInv1256","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1258","EAS",NA,"1","0.960666666666667","1","1","1","2","2"
"HsInv1258","AFR","Tagged","1","0.996","1","1","1","1","0"
"HsInv1258","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1258","EUR","No_Polymorphic","1","0.997","1","1","1","1","0"
"HsInv1258","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1264","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1264","AFR","No_Polymorphic","0.666666666666667","0.996","1","0.999666666666667","1","1","0"
"HsInv1264","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1264","EUR","Tagged","1","0.99675","0.993416666666667","0.996666666666667","0.998916666666667","2","2"
"HsInv1264","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1321","EAS",NA,"0.333333333333333","0.803333333333333","0.97","0.949","0.965","1","1"
"HsInv1321","AFR","Tagged","1","0.994666666666667","0.988333333333333","0.999333333333333","0.990666666666667","2","1"
"HsInv1321","ALL","Tagged","1",NA,"0.987","0.98","0.988","1","0"
"HsInv1321","EUR","Tagged","0.916666666666667","0.940583333333333","0.92875","0.928833333333333","0.93175","2","4"
"HsInv1321","SAS",NA,NA,NA,"0.999","0.998","0.999","0","0"
"HsInv1348","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1348","AFR","Tagged","1","0.915","1","1","1","2","2"
"HsInv1348","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1348","EUR","Tagged","1","0.996","1","1","1","2","6"
"HsInv1348","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1358","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1358","AFR","Tagged","1","0.987666666666667","0.999666666666667","0.991333333333333","0.997666666666667","2","1"
"HsInv1358","ALL","Tagged","1",NA,"1","1","1","1","1"
"HsInv1358","EUR","Tagged","1","0.968583333333333","0.9805","0.963416666666667","0.96525","2","2"
"HsInv1358","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1402","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1402","AFR","No_Polymorphic","0.666666666666667","0.996","1","0.999666666666667","0.999666666666667","1","0"
"HsInv1402","ALL","Tagged","1",NA,"0.999","1","1","1","0"
"HsInv1402","EUR","Tagged","1","0.996666666666667","1","0.999333333333333","0.999666666666667","2","2"
"HsInv1402","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1569","EAS",NA,"1","0.996","1","1","1","1","0"
"HsInv1569","AFR","No_Polymorphic","1","0.996","1","1","1","1","0"
"HsInv1569","ALL","Tagged","1",NA,"0.999","0.995","0.995","1","0"
"HsInv1569","EUR","Tagged","1","0.99175","0.984666666666667","0.980416666666667","0.99425","1","0"
"HsInv1569","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1590","EAS",NA,"1","0.997","1","1","1","1","0"
"HsInv1590","AFR","Tagged","1","0.996","0.927","0.891333333333333","0.905333333333333","2","1"
"HsInv1590","ALL","Tagged",NA,NA,"0.62","0.506","0.55","0","0"
"HsInv1590","EUR","Tagged","1","0.979333333333333","0.986916666666667","0.972833333333333","0.965916666666667","2","4"
"HsInv1590","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1798","EAS",NA,"1","0.996666666666667","0.999666666666667","0.999666666666667","0.999666666666667","1","0"
"HsInv1798","AFR","Tagged","1","0.996","1","0.999666666666667","0.999666666666667","3","1"
"HsInv1798","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1798","EUR","Tagged","1","0.996","1","1","1","3","6"
"HsInv1798","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1838","EAS",NA,"0.333333333333333","0.829","0.818","0.833","0.739666666666667","1","0"
"HsInv1838","AFR","No_Polymorphic","1","0.996","0.968666666666667","0.932","0.937333333333333","1","0"
"HsInv1838","ALL","Tagged","1",NA,"0.525","0.566","0.582","1","0"
"HsInv1838","EUR","Tagged","1","0.96525","0.944833333333333","0.950583333333333","0.951833333333333","2","2"
"HsInv1838","SAS",NA,NA,NA,"0.685","0.931","0.764","0","0"
"HsInv1867","EAS",NA,"1","0.997","1","1","0.999666666666667","1","0"
"HsInv1867","AFR","Tagged","1","0.995333333333333","1","1","1","2","2"
"HsInv1867","ALL","Tagged","1",NA,"1","1","1","1","0"
"HsInv1867","EUR","Tagged","1","0.997","0.995416666666667","1","1","2","5"
"HsInv1867","SAS",NA,NA,NA,"1","1","1","0","0"
"HsInv1878","EAS",NA,"1","0.998","1","1","1","1","0"
"HsInv1878","AFR","Tagged","1","0.998","1","1","0.999333333333333","1","0"
"HsInv1878","ALL","Tagged","1",NA,"1","0.995","1","1","0"
"HsInv1878","EUR","No_Polymorphic","1","1","1","1","1","1","0"
"HsInv1878","SAS",NA,NA,NA,"1","1","1","0","0"
